PartNumber	PartName	Pin_size_no(ref)	Basic_pin_dia(in)	Nominal_length(ref)	Length(in)	A_major_dia(in)	A_major_dia_commercial_class(in)	A_major_dia_precision_class(in)	R_end_crown_radius(in)	Class	Material	Reference	Edition
ASME B18.8.2 Pin 7 x 7_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x7_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	7_1/4	7.25	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 7_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x7_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	7_1/2	7.5	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 7_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x7_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	7_3/4	7.75	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	8	8.0	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	1_1/4	1.25	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	1_1/2	1.5	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	1_3/4	1.75	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	2	2.0	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	2_1/4	2.25	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	2_1/2	2.5	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	2_3/4	2.75	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	3	3.0	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 3_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x3_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	3_1/4	3.25	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 3_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x3_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	3_1/2	3.5	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 3_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x3_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	3_3/4	3.75	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	4	4.0	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 4_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x4_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	4_1/4	4.25	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 4_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x4_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	4_1/2	4.5	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 4_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x4_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	4_3/4	4.75	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 5 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x5_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	5	5.0	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 5_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x5_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	5_1/4	5.25	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 5_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x5_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	5_1/2	5.5	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 5_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x5_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	5_3/4	5.75	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 6 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x6_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	6	6.0	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 6_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x6_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	6_1/4	6.25	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 6_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x6_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	6_1/2	6.5	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 6_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x6_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	6_3/4	6.75	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 7 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x7_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	7	7.0	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 7_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x7_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	7_1/4	7.25	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 7_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x7_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	7_1/2	7.5	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 7_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x7_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	7_3/4	7.75	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 8 x 8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_8x8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	8	0.492	8	8.0	0.493	0.493	n/a	0.502	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	1_1/4	1.25	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	1_1/2	1.5	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	1_3/4	1.75	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	2	2.0	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	2_1/4	2.25	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	2_1/2	2.5	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	2_3/4	2.75	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	3	3.0	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 3_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x3_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	3_1/4	3.25	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 3_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x3_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	3_1/2	3.5	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 3_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x3_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	3_3/4	3.75	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	4	4.0	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 4_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x4_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	4_1/4	4.25	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 4_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x4_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	4_1/2	4.5	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 4_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x4_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	4_3/4	4.75	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 5 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x5_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	5	5.0	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 5_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x5_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	5_1/4	5.25	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 5_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x5_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	5_1/2	5.5	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 5_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x5_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	5_3/4	5.75	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 6 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x6_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	6	6.0	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 6_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x6_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	6_1/4	6.25	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 6_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x6_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	6_1/2	6.5	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 6_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x6_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	6_3/4	6.75	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 7 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x7_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	7	7.0	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 7_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x7_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	7_1/4	7.25	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 7_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x7_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	7_1/2	7.5	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 7_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x7_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	7_3/4	7.75	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 9 x 8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_9x8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	9	0.591	8	8.0	0.592	0.592	n/a	0.601	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	1_1/2	1.5	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	1_3/4	1.75	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	2	2.0	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	2_1/4	2.25	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	2_1/2	2.5	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	2_3/4	2.75	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	3	3.0	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 3_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x3_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	3_1/4	3.25	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 3_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x3_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	3_1/2	3.5	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 3_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x3_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	3_3/4	3.75	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	4	4.0	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 4_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x4_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	4_1/4	4.25	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 4_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x4_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	4_1/2	4.5	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 4_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x4_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	4_3/4	4.75	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 5 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x5_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	5	5.0	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 5_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x5_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	5_1/4	5.25	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 5_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x5_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	5_1/2	5.5	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 5_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x5_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	5_3/4	5.75	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 6 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x6_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	6	6.0	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 6_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x6_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	6_1/4	6.25	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 6_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x6_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	6_1/2	6.5	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 6_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x6_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	6_3/4	6.75	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 7 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x7_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	7	7.0	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 7_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x7_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	7_1/4	7.25	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 7_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x7_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	7_1/2	7.5	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 7_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x7_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	7_3/4	7.75	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 10 x 8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_10x8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	10	0.706	8	8.0	0.707	0.707	n/a	0.716	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 11 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_11x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	11	0.86	2	2.0	0.861	0.861	n/a	0.87	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 11 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_11x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	11	0.86	2_1/4	2.25	0.861	0.861	n/a	0.87	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 11 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_11x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	11	0.86	2_1/2	2.5	0.861	0.861	n/a	0.87	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 11 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_11x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	11	0.86	2_3/4	2.75	0.861	0.861	n/a	0.87	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 11 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_11x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	11	0.86	3	3.0	0.861	0.861	n/a	0.87	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 11 x 3_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_11x3_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	11	0.86	3_1/4	3.25	0.861	0.861	n/a	0.87	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 11 x 3_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_11x3_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	11	0.86	3_1/2	3.5	0.861	0.861	n/a	0.87	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 11 x 3_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_11x3_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	11	0.86	3_3/4	3.75	0.861	0.861	n/a	0.87	COMMERCIAL	St	ASME B18.8.2	2000
